,Account group,City,Country,Data line,District,Fax,House number and street,Language,Name 1,Name 2,Name 3,Name 4,Other city,PO Box,PO Box postal code,Postal Code,Region,Search Term 1,Search Term 2,Tax jurisdiction,Telebox,Telephone,Title,Transportation zone,Vendor,Quantity of Milk Purchased (L),Production Volume (L),Inventory Level (kg),Number of Suppliers,Production Efficiency (%),Delivery Time (days),Demand Forecast Accuracy (%),Wastage Rate (%),Supplier Performance Score,Distribution Costs (currency)
568,1167.0,Ashleyfort,Germany,9.0,Maine,922.814.8708,62033 Joseph Knolls Suite 467,,Connor,Smith,Kayla,,Phillipside,3706.0,94557.0,7351.0,New York,about,suggest,1805.0,,,Mr.,,Jackson-Jones,,7532.0,3061.0,,94.96832398616897,,83.96638036024353,,98.09980855156564,4384.278998735417
569,,Lake Paul,,1.0,Kentucky,001-309-474-2980x853,765 Burton Courts Suite 683,English,,Russell,Catherine,Ramsey,East Alexander,,41822.0,9629.0,Hawaii,than,,5077.0,6949.0,+1-556-698-2552x751,Mrs.,5.0,Patterson-Martinez,8544.0,6251.0,1477.0,9.0,96.62137554819009,2.9180729194942088,77.78933664617142,2.4502742629949443,92.68154813108978,4558.905541526727
570,2619.0,North Adam,Greenland,6.0,Nebraska,709-999-8739x058,39152 Michael Harbor,,,Jenkins,Matthew,Rogers,North Courtneyfort,,34769.0,,,nor,,4065.0,7630.0,956.736.2610,Mr.,5.0,Williams Ltd,5991.0,,4049.0,8.0,84.00244125959918,4.42726083678735,,1.9062977226802205,,1520.8730095955598
571,3943.0,,United Arab Emirates,10.0,North Carolina,001-937-629-8104x2489,,English,Cassandra,Cline,Ashley,Fuller,Fordshire,6011.0,14700.0,,Alabama,herself,war,6932.0,5849.0,,Mrs.,9.0,Harris and Sons,2830.0,,1077.0,,93.63201261879843,1.1700677632198033,72.69543454661829,4.172220726602937,80.53916770016437,1237.060948284934
572,7506.0,Jenniferside,Eritrea,8.0,Maine,(902)458-7656x521,76748 Raymond Bridge,English,,Johnson,Marvin,Calhoun,West Cassandra,9126.0,97730.0,6492.0,Mississippi,could,number,,6192.0,669-966-0713x39961,Mrs.,,Reyes Ltd,1709.0,6085.0,2235.0,5.0,93.58190488619405,,93.0024517703414,1.8216047462106655,96.04699468613398,
573,5853.0,South Stevenburgh,Dominica,7.0,New Mexico,,7849 Dwayne Brook Suite 742,German,,Phillips,Melissa,Nelson,Mirandaport,8934.0,46534.0,,Rhode Island,,,4646.0,4575.0,863-802-8881x53694,Mr.,7.0,Smith PLC,2487.0,,4464.0,13.0,97.07824889149907,2.3913461670936127,74.01393340064922,3.0025376612187067,89.1421635785569,1967.2900886806613
574,7153.0,,Mali,6.0,,(392)446-9525x2249,32559 Wu Islands,English,Andrew,Jones,,Foster,Calvinchester,5280.0,98546.0,5529.0,Ohio,sort,seem,3801.0,,(933)163-6664x5662,Mr.,3.0,Meyers PLC,1229.0,,1888.0,11.0,97.35674838031397,1.6870938510197484,88.85044677874566,1.017315714763996,,4696.928388298016
575,1792.0,Debrafurt,,10.0,Massachusetts,+1-885-198-4210x92091,7671 Kaitlin Cove,Spanish,Karen,Bender,David,Mendoza,,3779.0,13708.0,7740.0,Georgia,effect,still,3583.0,3839.0,929.032.7843x845,Mrs.,5.0,Miller-Ramos,4033.0,,3758.0,8.0,83.25527367759763,,,1.8570960019305645,69.10216850268183,1451.3819146576354
576,7492.0,Brandontown,,4.0,Wisconsin,+1-867-239-5379,7285 Latoya Hills Suite 162,German,Timothy,Hernandez,Jennifer,Moore,Dayfort,6951.0,32973.0,2509.0,,common,left,8631.0,6055.0,,,10.0,West-Brown,,6807.0,3128.0,9.0,88.92468836695646,2.445001831791726,77.20678149855362,3.8885462892236875,63.28991780522925,2974.851194492656
577,1818.0,West James,,8.0,,001-043-100-4468x8427,,Spanish,Carlos,Gibbs,Jennifer,Lowe,Port Ashley,5781.0,39187.0,1265.0,New Jersey,outside,since,7380.0,9618.0,577-307-7055,Mrs.,3.0,Yu-Thomas,,14836.0,4015.0,14.0,92.36683803477304,,75.64683574324769,2.6291288820084726,99.39849312763383,2711.8466552729897
578,6047.0,Harrisport,United States Minor Outlying Islands,5.0,South Carolina,001-838-028-0569,09828 Oneill Burgs Apt. 714,English,Micheal,Thomas,Deborah,Mathis,Michealmouth,2169.0,,,Delaware,bit,on,,,705.321.6346,Mrs.,7.0,Dawson-Lopez,7020.0,7937.0,1052.0,,,2.5854790341275438,83.06655940758964,3.7060746575893733,64.76871375541913,
579,,Lake Lisa,,6.0,Mississippi,001-471-092-3437x4401,6106 Alexander Ports Suite 739,English,Mary,Valdez,Nicole,,Nelsonview,5764.0,14282.0,2503.0,,,work,,2424.0,,Dr.,1.0,James Ltd,,6060.0,2489.0,11.0,,3.3798433197745528,94.76653296580334,1.4910486707946546,,3900.8020013305577
580,8695.0,Phelpsburgh,Syrian Arab Republic,10.0,Idaho,(269)991-5428x292,36480 Lopez Burgs,,Sarah,Hernandez,Johnny,Donaldson,Jacksonbury,6495.0,22472.0,,New Jersey,size,protect,3697.0,4458.0,509-944-6027,Dr.,10.0,,5472.0,,4233.0,17.0,,3.6667080403317636,93.75347044401683,,80.45658060279209,1589.496397018419
581,3708.0,,Japan,2.0,Washington,072-409-7719x62141,,Spanish,Wendy,,Kendra,Murray,Matthewshaven,9481.0,16216.0,4881.0,,small,,5683.0,4453.0,,Mr.,6.0,,3001.0,,3004.0,20.0,84.1547922738692,4.769612018305313,70.74308795847061,3.951193423654211,,2992.539634648187
582,,South Donna,Comoros,9.0,,5534377469,2206 Clark Branch,English,Briana,Ellis,Sarah,Cook,South Elaine,8756.0,43871.0,4589.0,Wisconsin,hear,financial,6180.0,8018.0,+1-133-046-2397x2046,Mr.,,,7269.0,14905.0,3782.0,15.0,,,,1.3060690361583411,90.06438986061481,4070.2884343918413
583,2186.0,Zoeton,Argentina,2.0,Wyoming,390.956.8508x0960,23058 Diane Valley,Spanish,Brian,Chan,Steven,Beltran,New Elizabethville,,,,Virginia,,your,8184.0,4209.0,737-884-8270x607,,4.0,White-Horn,5809.0,15847.0,,20.0,89.08630560867469,3.16975245903777,90.23703993478274,3.1621159478014715,60.70681570547237,4055.859626281217
584,8290.0,,Greenland,7.0,Hawaii,808-919-8605x591,45980 Adam Fort,Spanish,,,,Taylor,Richardhaven,4961.0,,,Illinois,strong,book,5962.0,,,Mr.,,"Lewis, Perry and Young",7285.0,,2288.0,17.0,,,74.42172932562727,3.6376441079485624,91.17529878111021,4538.800916256285
585,7145.0,South Moniquefort,Holy See (Vatican City State),,,4431341845,799 Rebecca Causeway Apt. 152,French,Jeffrey,Cooper,Gabrielle,Valenzuela,Williamston,,,1734.0,North Dakota,meet,people,,3050.0,,Mrs.,1.0,Wallace PLC,8056.0,7203.0,2279.0,17.0,88.7741886805907,1.437527971531606,86.87561450350168,,87.41496668439876,
586,2300.0,North Juanton,Palestinian Territory,4.0,Maryland,(212)071-0722x6156,722 Perez Ways,Spanish,,Jenkins,Brenda,Wagner,East Leonard,,51895.0,2840.0,,to,ten,8004.0,4629.0,602-405-1290x420,,3.0,Brown PLC,3560.0,,1228.0,17.0,84.74103771823972,3.3641804746052846,,,90.65883069568363,
587,2475.0,,Taiwan,9.0,Washington,194-266-3372x1623,,,Kathleen,Hall,,Ward,Lisaburgh,9753.0,46558.0,,Nebraska,research,bag,1959.0,,(344)172-3049x63888,Mr.,3.0,"Jefferson, Fernandez and Andrews",1739.0,7100.0,4428.0,16.0,86.2797821802792,3.968228536366432,70.67249606646486,4.565371561800033,73.65026097910803,1389.4001969143205
588,4463.0,Murrayland,Central African Republic,4.0,Wyoming,355.646.5295,,,,Mcdonald,,Powell,West Hannahmouth,7229.0,24310.0,7435.0,Ohio,,suffer,4255.0,5417.0,001-690-076-5660,Mrs.,,"Cantu, Harper and Nguyen",7749.0,,1231.0,,84.45705075728296,,84.81329166981237,4.641556074857451,62.62000944284795,2219.6498249313618
589,6827.0,Camposmouth,Georgia,9.0,Mississippi,,511 Jenkins Villages Apt. 562,German,James,Barr,Elizabeth,King,Ambertown,4519.0,49360.0,5279.0,West Virginia,none,current,6118.0,6388.0,+1-447-242-2247,Mr.,1.0,Mclaughlin-Stein,1322.0,13821.0,2335.0,,88.29636895537243,4.453474087192804,84.20123512200263,4.605639380847592,70.66475541007586,3783.833905151483
590,9600.0,,,6.0,Kansas,,275 Sheila Route Apt. 198,English,April,Ruiz,Erica,Rios,Smithview,2736.0,21618.0,,Vermont,one,rock,7301.0,9571.0,2134523462,Mrs.,4.0,Medina Inc,7188.0,14344.0,2598.0,15.0,90.30569560646312,4.233306273471076,72.50141708010136,,73.4386984994207,3011.0740903454175
591,,Smithmouth,Qatar,7.0,,001-714-172-9289x030,159 James Stream Suite 852,German,Krystal,,Crystal,Stuart,Turnerside,7459.0,,2554.0,Ohio,check,,,3961.0,,Mr.,7.0,,5907.0,10952.0,4970.0,18.0,83.63165528286346,3.5417768015663054,94.35268159716382,,94.01337192530454,1856.3204195307362
592,5511.0,East Jeffreyside,Jamaica,4.0,Georgia,(360)878-7035x980,537 Jason Valleys Suite 070,German,Lindsay,Anderson,Matthew,Barker,,8368.0,41410.0,9640.0,Delaware,note,himself,5061.0,8108.0,9009561669,,10.0,Bowman and Sons,5871.0,14396.0,2646.0,12.0,91.24230122098315,,,3.312772992096353,83.67458621765317,2093.4597273847394
593,,Joannside,Tonga,,Missouri,507-299-3585x238,10123 Wayne Parkway Suite 482,Spanish,Whitney,Ramos,Nicole,Ruiz,,2878.0,56893.0,9566.0,Delaware,,free,8245.0,8615.0,+1-492-415-3973x229,Mrs.,6.0,"Nelson, Fox and Hernandez",4436.0,10690.0,4258.0,7.0,91.72766264399365,2.207388058443055,90.10316779835318,2.731641938193342,81.59790316622048,1800.3079418633652
594,,Terrychester,Syrian Arab Republic,,,497-857-2683x584,16070 Cunningham Ridges,Spanish,Karen,Martinez,Brian,Klein,,,18311.0,9370.0,,threat,after,7753.0,3006.0,+1-190-949-5494x14012,Mrs.,6.0,Hanson Ltd,9443.0,12425.0,3750.0,,95.85613823186502,3.5113757462302337,,1.7461557560218361,79.96814525513435,3643.224864069136
595,,Nguyenfort,Kyrgyz Republic,8.0,South Carolina,710-877-9145x688,895 Berry Square Apt. 500,Spanish,Jodi,,Melissa,Velazquez,Lake Stephanieberg,8302.0,45251.0,,Arizona,,nor,,9388.0,913-186-5932x37974,Mrs.,1.0,Ramirez PLC,9728.0,18253.0,3516.0,,96.82344681166184,3.906460274063303,71.4970415313299,1.8025921095691522,,1961.4957913897229
596,,Michaelborough,Peru,7.0,Hawaii,+1-101-661-3309,,,Samantha,Gay,Sierra,Sullivan,East Dominique,5241.0,,8885.0,Massachusetts,sport,police,,8670.0,(107)331-4501,Mrs.,4.0,Khan PLC,7721.0,,,7.0,91.41069479036364,,,2.14817838806041,,3747.4196136365013
597,8549.0,New Carolynside,Bolivia,7.0,Maine,(577)987-7800x19632,0894 Perry Harbors,French,Daniel,Clark,,Molina,,,44452.0,7640.0,Missouri,,,6272.0,4522.0,001-428-581-3281,Mrs.,,Patterson-Foster,4907.0,6860.0,1614.0,11.0,80.4986751259905,4.188179040766621,,2.941529409880191,99.65172423009065,2688.0765154040464
598,8172.0,Port Ian,Burkina Faso,,Wyoming,339.783.4096,1994 Ponce Union Apt. 538,English,Micheal,Blake,,Smith,,3370.0,35123.0,7180.0,Florida,ability,,4001.0,8456.0,523.517.9307x9350,Mr.,9.0,Adams-Ferguson,3610.0,9468.0,1558.0,5.0,84.65114325444442,4.214152731829047,,,94.100840700338,
599,,Lake Jesseport,Ecuador,7.0,New York,,1568 Meadows Well,,Ebony,Jones,Kari,Nelson,Lake Leonard,,30393.0,6010.0,Mississippi,especially,just,9624.0,3988.0,494.168.7355x294,Mr.,9.0,Powell Ltd,1906.0,,4672.0,7.0,85.65028593561645,2.191916700219267,71.5895424225507,4.820353907555546,95.87092976672477,3686.6882937380847
600,7764.0,Dunnport,Papua New Guinea,6.0,Mississippi,001-755-443-2134x81997,942 Jones Centers Apt. 735,English,,,Matthew,,Lake Martin,3726.0,99687.0,5434.0,South Dakota,because,fire,3782.0,3495.0,465.404.7267x87028,Mrs.,2.0,Tucker Inc,3302.0,8867.0,,8.0,,,93.7418625084899,4.726222500957851,70.07232233776185,4538.259449310564
601,2942.0,West Randy,Azerbaijan,9.0,,001-778-664-2288,0408 Steven Extension,,Alexis,,James,Allen,Kimberlyburgh,2706.0,94494.0,5492.0,New York,parent,past,6994.0,3585.0,,Dr.,7.0,Sanchez Ltd,3003.0,17667.0,4304.0,15.0,85.92714639739704,3.3373048823248253,79.74876672138303,3.9934969170081307,69.43752316698435,2691.4759939315436
602,,Burkemouth,Oman,8.0,Nevada,001-098-073-7411x996,2815 Boyd Shoals,,Jeffrey,,Matthew,Collins,Martinezland,,48417.0,1825.0,Oregon,pull,region,1273.0,4754.0,,Mr.,7.0,"Gregory, Cox and Hayden",,8507.0,,13.0,87.9105574291256,2.0172236818939426,84.73702360986273,,74.98819938290647,4794.843557863275
603,4450.0,Christopherstad,Saint Kitts and Nevis,3.0,West Virginia,547-265-2499x5550,96657 Mark Ramp Suite 694,German,Nicole,Garcia,Teresa,,West Jason,2978.0,20208.0,5308.0,Nevada,race,wrong,,4295.0,(829)256-7140x28537,,7.0,"Lambert, Mora and Compton",,12780.0,3796.0,12.0,97.33967611938124,4.517734163530863,,2.4519920490748217,88.62684916488507,4285.461464767795
604,1898.0,Martinezborough,Italy,,Pennsylvania,001-055-309-5243x48815,245 Desiree Light,English,Jessica,Hernandez,,Barrera,Mariaburgh,7483.0,97857.0,7741.0,New York,either,individual,1660.0,9894.0,216.996.8180x09254,Dr.,10.0,"Clark, Mccoy and Gordon",1570.0,18786.0,4028.0,6.0,92.43228419508212,,75.99189573023149,3.2109116132465068,72.37074006764563,4833.934447187686
605,4238.0,North Ruben,,5.0,Arizona,493-781-4894x4629,,German,Devin,,Nicole,Richards,Carlfurt,9420.0,96720.0,8304.0,North Carolina,loss,business,8114.0,8943.0,(443)311-4339x8107,,3.0,Jones-Johnson,2999.0,13763.0,,12.0,95.43764850469866,2.553884059425178,92.74472749992236,2.571902272925001,99.11971417603692,2022.1347600486324
606,2682.0,North Roberto,Isle of Man,6.0,,,0374 Katelyn Harbor Suite 897,English,,Thomas,,Ward,Nicholeton,,75759.0,6758.0,North Carolina,,bit,9191.0,4977.0,175-185-4464,Mr.,1.0,,5872.0,8446.0,4520.0,,96.48603442236204,3.5254108106250865,91.98668118794407,4.066963602436468,76.2515526382081,
607,6852.0,,Palestinian Territory,3.0,Kentucky,+1-387-832-5291x402,,English,Michelle,Smith,Matthew,Jones,Lisahaven,6486.0,10415.0,6569.0,,under,,6725.0,7383.0,001-417-448-7150,Mrs.,3.0,,8718.0,17074.0,2691.0,15.0,92.91294832231543,4.50704490895707,90.50603276126004,4.297603462944727,,3025.3380556812053
608,5617.0,Port Caitlinton,Australia,7.0,,+1-449-145-6345x91222,,German,Linda,Taylor,,Riley,New Anthonyland,2491.0,50485.0,,,political,,6752.0,8740.0,,,8.0,Carrillo-Clark,9973.0,17087.0,,19.0,92.513781789633,4.047901780965889,86.0343199300752,,77.73619883984902,
609,6806.0,New Gregory,Azerbaijan,9.0,Oklahoma,+1-577-112-7897x84099,61234 Mark Extensions Apt. 707,English,,Lang,Jay,,Wademouth,5303.0,56011.0,5751.0,Texas,deep,especially,8408.0,,,,4.0,,4278.0,15294.0,2251.0,15.0,90.36456821471585,1.443312798673583,76.2400891476061,3.8542557647724323,90.70429439265173,3596.7222679603906
610,7787.0,Hardyhaven,Qatar,9.0,Louisiana,2872722674,32387 Veronica Road,French,Lauren,Munoz,Wayne,Douglas,Hooperstad,8980.0,85791.0,,Montana,pattern,under,,1526.0,819.046.4666x553,Dr.,9.0,Martin-Salazar,7722.0,17986.0,4847.0,15.0,88.1268181846334,4.49402337477124,73.33774504450706,1.6939161028703111,83.72081662022131,2310.3217422821717
611,4611.0,,United States Virgin Islands,,Kentucky,+1-589-203-2389,531 Jennifer Islands,,Andrew,,Troy,,New Teresaland,7617.0,74893.0,7321.0,Connecticut,government,across,,6026.0,(663)701-4761x77428,Mr.,,,2382.0,11791.0,2505.0,10.0,87.08289524745211,2.509280113719617,90.86697628429931,3.2815622456218936,60.829385503563046,
612,5833.0,Romerohaven,Togo,,Alaska,625.756.0172,5717 Diamond Passage,French,George,Chambers,Patrick,Hill,Jasontown,7910.0,,,,,field,7585.0,7467.0,295.368.2532,Mr.,8.0,Conner-Bass,8576.0,8248.0,2072.0,10.0,80.8960933627086,3.4720161983043956,,1.5970048036891598,98.32131456372741,1680.4915352834314
613,3769.0,Ellisborough,Guam,,Delaware,,1852 Thomas Neck Suite 144,English,,Garcia,Lisa,,Moorebury,,35462.0,5035.0,,point,social,9000.0,8162.0,001-724-622-2407x0394,,6.0,,9615.0,12129.0,4167.0,19.0,94.89063413534299,2.9765961205515965,,1.812581455425744,97.84209306893847,4253.649705115615
614,6062.0,,Madagascar,4.0,,001-803-747-5738x827,589 Richard Mount Apt. 955,German,Erin,Lopez,Robert,Edwards,North Joshua,7954.0,61899.0,2998.0,Delaware,break,debate,,,,Mrs.,4.0,West-Jones,9096.0,11259.0,1533.0,18.0,,3.400331145988899,94.8801862493323,,87.08754604737854,2673.3239644876085
615,9829.0,Johnshire,,,,001-639-704-4674,1925 Debra Isle,Spanish,Eric,Scott,Brandon,Hendricks,Mclaughlinfort,4445.0,,2292.0,Alaska,upon,young,5988.0,1442.0,,,,"Frazier, Hartman and Long",1471.0,9754.0,4998.0,,84.23874125717762,2.8039067657985757,76.20794899196136,3.3316123093446217,85.8894227320445,1342.9546955323287
616,7125.0,Caitlinmouth,American Samoa,9.0,,371.796.2741x5275,4286 Randy Spur Apt. 584,Spanish,Jennifer,Jones,,Boyd,Lake Melissa,3145.0,,3402.0,Minnesota,base,interview,2208.0,9291.0,,Mr.,5.0,Mccall-Robertson,6296.0,16354.0,2628.0,11.0,,,88.4026026348017,2.0249023757295492,63.81117688328027,1235.0092545781317
617,7194.0,,Vietnam,10.0,Colorado,,479 Douglas Corners Suite 771,,,,,,West Brendaside,4340.0,83494.0,4061.0,Virginia,truth,,5977.0,4782.0,+1-379-547-1711,Mr.,7.0,Crawford Group,8715.0,19880.0,2451.0,6.0,80.09649773363638,3.018167991031941,79.5234418851337,,,1528.953014852339
618,1345.0,,Bolivia,,,,22833 Garcia Cliffs,English,Crystal,Williams,,,,4828.0,,5155.0,,current,family,5187.0,9567.0,+1-701-334-6741x77102,Dr.,9.0,"Brown, Fitzpatrick and Golden",3938.0,9264.0,1695.0,20.0,,,73.29798834205567,2.2692695471720565,81.21695203570415,1567.1829360844495
619,,East Kristinbury,Anguilla,,,001-927-033-1749x2440,41491 Neal Courts Suite 204,English,Anthony,Hall,Danielle,Beck,Richardmouth,3140.0,51646.0,4152.0,Rhode Island,into,science,9851.0,7434.0,,Mrs.,2.0,Day-Cruz,1723.0,7095.0,3044.0,,93.4608206189473,4.704948169889629,77.07313770480317,4.507745542026054,,
620,1688.0,Fuentesview,,3.0,Illinois,681-513-6537x63135,680 Shelby Falls Suite 106,German,Vincent,Hoffman,Katherine,,Michelleport,3075.0,72079.0,1257.0,Montana,open,tonight,5833.0,5316.0,7915134122,Dr.,,"Greene, Bell and Gregory",,12139.0,4656.0,10.0,85.67977255034182,4.978260263540589,89.0918853413408,,94.12134645070219,3629.677910704976
621,,Fishermouth,,7.0,South Dakota,,90959 Richard Pass Apt. 532,Spanish,James,,James,Reilly,,2458.0,91260.0,7539.0,Indiana,,,1934.0,2761.0,263-602-8781x633,Mr.,2.0,Dominguez Inc,4095.0,7435.0,1223.0,12.0,83.29654378179849,2.880990125543593,74.08887392021023,2.8685313593277293,64.64096188402227,4580.700872159194
622,2561.0,North Sarahburgh,Mexico,10.0,Texas,,654 Joseph Manors Apt. 550,,Tyrone,Collins,,,Reneestad,7486.0,25846.0,8845.0,Michigan,believe,building,5724.0,4484.0,757.136.7379,Mr.,,"Williams, Gaines and King",,10841.0,3904.0,,88.23967467899467,1.4499635352444153,87.99409908556925,1.5922148264543483,73.98417207407292,
623,2532.0,Garciaport,,10.0,,(971)999-4651,34016 Walter Stravenue,German,Amanda,,Jesse,,Byrdview,,85648.0,1963.0,Vermont,,mother,4457.0,,,Mr.,1.0,,3757.0,17286.0,,13.0,90.13845300701337,,75.30990391663227,4.992018221963267,60.16502902687055,4067.390518509978
624,,Jacobshaven,Puerto Rico,6.0,Iowa,,,French,,Murphy,Michael,Cantrell,,1250.0,24466.0,8737.0,Tennessee,amount,risk,5868.0,7553.0,870.284.7950x8142,,3.0,Wall PLC,2258.0,9033.0,4146.0,20.0,,,,3.7252493793169994,87.22557637750832,2576.6792110669103
625,3644.0,Port Jamesville,Germany,,Utah,,035 Wilson Forks,English,Michele,Walker,,Zimmerman,,3208.0,47368.0,9022.0,Virginia,fund,,1938.0,4371.0,598.462.3658x7218,Mrs.,2.0,Brown-Johnson,3519.0,5473.0,1332.0,,94.95258606030583,3.6381572926001278,81.35138787857382,4.820806123892022,83.76817037403771,1023.2214429803763
626,,East Melaniehaven,,7.0,Nebraska,001-644-700-9581,781 Daniel Keys Suite 172,English,,,Julie,Robbins,,7112.0,67168.0,4750.0,New Mexico,yet,between,4838.0,,959.833.9487x5785,Dr.,9.0,Ellis Ltd,8423.0,10323.0,4880.0,9.0,83.80460349871977,1.1947289944159376,,2.2926833867474485,62.22140095943212,1282.8963561998671
627,5574.0,Port Samantha,Haiti,8.0,Nebraska,187-841-0327x6327,84509 Baker Crest,Spanish,Norman,Galvan,,Young,Laurenbury,6336.0,,3231.0,New Hampshire,form,movement,2272.0,4837.0,830-060-1174x34537,Mr.,,Mays-Atkins,,9180.0,1729.0,12.0,97.37088757660831,4.462062042919316,72.22970769191384,4.4093833329743966,66.51762735501018,
628,9316.0,,Mexico,,,+1-582-590-1106x16284,6264 Jessica Course Apt. 461,German,,Diaz,Rebecca,Heath,West Amymouth,6237.0,19508.0,1881.0,Delaware,,strategy,1747.0,8874.0,760.513.6773,Dr.,9.0,Faulkner PLC,3525.0,6975.0,2222.0,,,3.94355713744024,93.04249523395697,4.614937087445316,84.1405442748328,2436.177035138616
629,6429.0,Lake Alicia,Svalbard & Jan Mayen Islands,7.0,Alaska,(562)316-0322,0166 Katherine Corners Apt. 204,English,Joshua,Evans,Randy,Hurley,West Ronald,7897.0,47808.0,5671.0,North Carolina,generation,case,2864.0,1343.0,6317434143,Mrs.,9.0,,9399.0,8274.0,3005.0,19.0,95.93743469555386,2.9057587465190706,,2.692282321757744,90.25962573961507,4243.977438456894
630,3441.0,Lake James,Saint Lucia,4.0,,001-073-561-2574x85151,7151 Isaac Common Suite 112,French,Marcus,Reed,Nicholas,Murray,Lake Roy,4946.0,56465.0,4136.0,Florida,trade,court,4961.0,,913.207.6928x453,Mrs.,,,7979.0,6522.0,1165.0,15.0,97.51889223116225,,86.19026543316181,,97.22670450667209,
631,,,Australia,1.0,,(178)675-9527x0490,084 Myers Brooks,English,Joseph,Owens,Alyssa,Black,,,,2188.0,Massachusetts,,never,9549.0,3443.0,(726)475-5053x0119,,8.0,Stevens-Williams,8671.0,,,20.0,85.40707858409671,4.936744932168416,87.10784843245588,2.2016346109371767,69.94614020678164,2710.927227004815
632,2171.0,Kirkland,Argentina,5.0,,+1-454-512-9462,8813 Ashley Hollow,,,Robbins,,,Lake Craig,3760.0,53786.0,7301.0,California,within,child,8589.0,8982.0,+1-835-846-0212x800,Dr.,6.0,"Powell, Stephenson and Dunn",,,3102.0,8.0,89.19172851479384,,81.6164123007758,3.8812399974011838,92.51299031179556,2421.8305425304234
633,,,,,Colorado,,85224 Allen Grove Suite 797,English,Stephanie,,Sheila,Collins,Deanside,5159.0,21910.0,5772.0,Vermont,court,final,,,325.870.9104,Dr.,9.0,Powers-Watson,1266.0,6866.0,4033.0,0.0,83.23193952553859,1.7288325382146184,79.82393343844613,1.333162260539876,95.07021388542013,2190.5900631530985
634,,West Elizabethport,Saint Barthelemy,8.0,Alaska,0856234943,,Spanish,Elizabeth,Bailey,Jason,Martin,,3253.0,90861.0,4283.0,Pennsylvania,,his,5798.0,9916.0,(430)429-0865x843,Dr.,4.0,Wagner Ltd,8371.0,15220.0,4308.0,13.0,,,90.25015022367086,1.8442734833087737,,4928.744751335766
635,5209.0,South Toddberg,,2.0,,+1-853-912-4711x00496,3503 Velez Locks,German,,,Alex,Wheeler,,6191.0,58031.0,8128.0,Oklahoma,week,feeling,6373.0,4125.0,134-390-3213,,,Rios PLC,2742.0,12107.0,3188.0,,80.10524725250012,1.4667130414636311,74.29338378008472,2.9084794956494275,87.6722491994773,4475.122083953532
636,4152.0,West Colton,Liechtenstein,2.0,Louisiana,001-744-591-6293x825,909 Haney Forks,Spanish,Penny,Padilla,Kathleen,Gallegos,Jamesberg,9540.0,93841.0,4223.0,Arizona,drive,you,,,(692)209-6854,Mrs.,4.0,,6910.0,16315.0,3759.0,17.0,94.48353322929009,1.3505405224886382,73.37784867992175,1.7632083330128339,92.63872892137923,
637,4391.0,Leonmouth,Vietnam,4.0,Wisconsin,2464986949,094 Jason Plains Apt. 862,,,Le,Jeremy,Morton,Valerieport,6910.0,68822.0,9803.0,Kansas,effect,sign,,8036.0,,,6.0,"Nguyen, Vincent and Elliott",4428.0,12882.0,3656.0,9.0,91.69531686866316,2.743153895201972,85.65147877823362,,,2203.671478322778
638,,,Brunei Darussalam,1.0,Iowa,,3461 Jacob Lane,Spanish,John,Allen,Brandy,Johnson,Valerieton,,45597.0,8451.0,Alabama,how,animal,8859.0,,984-139-0215,,3.0,,8765.0,,1089.0,8.0,,1.6096889596814266,87.5649526427064,4.855467482955659,78.85956794608467,4439.185781762489
639,6123.0,Warrenmouth,,9.0,,530.046.4221,,French,Elizabeth,,,Stevens,Danielfort,9015.0,44949.0,6047.0,Montana,baby,yet,1747.0,3837.0,+1-691-275-7865x3512,Mr.,3.0,Smith and Sons,5830.0,14329.0,4397.0,17.0,80.91659924394861,1.03149712391685,85.76024700843348,3.852371258490918,99.17947751751122,4394.465044012761
640,3893.0,Erinberg,Norfolk Island,,,,,German,Lynn,Foster,Ashley,Rubio,,1058.0,,1930.0,,go,,9332.0,6652.0,+1-897-226-3709x3570,,,"Craig, Wright and Anderson",8987.0,11548.0,2991.0,,84.17430414898116,1.2428187289330008,70.47549147568728,3.3056134079650086,82.13022740587907,2071.395483400738
641,3672.0,Wardfurt,Sudan,1.0,Wisconsin,(364)509-9372x6895,742 Cochran Squares,Spanish,,,Michael,,Heatherland,2458.0,28356.0,4557.0,,,authority,,8076.0,+1-458-580-1616x92989,,9.0,Mccarthy-Boyd,,13106.0,3550.0,16.0,,2.7449200159551777,,,78.7696174811862,2752.4427542717194
642,1072.0,Jordanmouth,Denmark,2.0,Wisconsin,,4833 Mitchell Causeway,French,Donald,Bailey,Diana,Davenport,Lake Brettside,7330.0,85239.0,3189.0,Vermont,trade,send,,8444.0,001-868-470-0262x9711,,6.0,,6556.0,14864.0,4495.0,,82.36085420770289,2.173576167911142,87.7846296486205,4.83921347310725,93.32322983181386,3692.4291745573337
643,2689.0,West Heatherville,,3.0,Kentucky,(255)168-7862x7245,,German,,Kim,Michael,Chen,Patriciaside,9395.0,67176.0,7454.0,,bed,certainly,2288.0,6546.0,750-754-4280,Mrs.,2.0,Park-Gibson,3654.0,15188.0,1848.0,14.0,92.43255588029756,1.3447675903754366,82.07224412431876,1.6931644141520326,66.25256377629906,2968.742939856759
